author,title,description,url,source,category,language,country,Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Log_Return,MA_50,Open_Normalized,High_Normalized,Low_Normalized,Close_Normalized,MA_200,RSI,MACD,Signal_Line,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,Price_Momentum,Volatility,BB_Band_Width,Distance_to_BB_Upper,Distance_to_BB_Lower,RSI_Rolling_Avg,MACD_Rolling_Avg,Close_Lag_1,Close_Lag_5,Volume_Lag_1,Volume_Lag_5,Close_Zscore,Volume_Zscore,Price_Direction,Pct_Change_from_MA_50,sentiment_score,sentiment,MA_500,Momentum,EMA_50,EMA_200,ATR,Stochastic,OBV,Williams_R
Unknown,Người giàu nhất châu Á tăng tốc 'truyền ngôi',Mukesk Ambani thúc giục chuyển giao quyền lực tại Reliance Industries và muốn thấy đế chế này lên tầm cao mới dưới sự kiểm soát của 3 người con.,https://vnexpress.net/nguoi-giau-nhat-chau-a-tang-toc-truyen-ngoi-4409782.html,VnExpress,general,en,vn,12/29/2021,1103.446167,1116.368164,1099.338745,1108.753418,1093.655518,15425312,0.00170953,0.00170807,1095.575256,1.203018889,1.217106941,1.198540822,1.208805056,1034.840585,49.79318752,-10.72502372,-14.46176905,3.736745323,1101.607037,1144.877079,1058.336996,1.538406842,0.015347405,86.54008334,-36.12366107,50.41642227,44.55200627,-14.75966882,1106.861206,1091.954712,6374613,17658543,0.157988271,-0.054685977,0,-2.766839723,0,0,1141.376412,1.892212,1101.744584,1120.551798,17.029419,64.09143611,8662515,-35.90856389
Unknown,"India stops import of 2,851 components used in defence platforms","The defence ministry on Wednesday notified a positive indigenisation list of sub-systems, assemblies, sub-assemblies and components to achieve self-reliance in defence",https://www.business-standard.com/article/current-affairs/india-stops-import-of-2-851-components-used-in-defence-platforms-121122900626_1.html,Business Standard,business,en,us,12/29/2021,1103.446167,1116.368164,1099.338745,1108.753418,1093.655518,15425312,0.00170953,0.00170807,1096.147979,1.203018889,1.217106941,1.198540822,1.208805056,1034.840585,49.79318752,-10.72502372,-14.46176905,3.736745323,1101.607037,1144.877079,1058.336996,1.538406842,0.015347405,86.54008334,-36.12366107,50.41642227,44.55200627,-14.75966882,1106.861206,1091.954712,6374613,17658543,0.157988271,-0.054685977,0,-2.766839723,0.6597,1,1141.266571,1.892212,1102.01944,1120.434402,17.029419,64.09143611,8662515,-35.90856389
Unknown,MoD notifies positive indigenisation list of sub-systems/assemblies/ sub-assemblies/components to achieve self-reliance in defence & minimise imports by DPSUs,(marketscreener.com) Ministry of Defence MoD notifies positive indigenisation list of sub-systems/assemblies/ sub-assemblies/components to achieve self-reliance in defence &amp; minimise imports by DPSUs Posted On: 29 DEC 2021 1:11PM by PIB Delhi A positive indigenisation list of...https://www.marketscreener.com/news/latest/MoD-notifies-positive-indigenisation-list-of-sub-systems-assemblies-sub-assemblies-components-to-ac--37434126/?utm_medium=RSS&utm_content=20211229,https://www.marketscreener.com/news/latest/MoD-notifies-positive-indigenisation-list-of-sub-systems-assemblies-sub-assemblies-components-to-ac--37434126/?utm_medium=RSS&utm_content=20211229,4-traders,general,en,us,12/29/2021,1103.446167,1116.368164,1099.338745,1108.753418,1093.655518,15425312,0.00170953,0.00170807,1096.720701,1.203018889,1.217106941,1.198540822,1.208805056,1034.840585,49.79318752,-10.72502372,-14.46176905,3.736745323,1101.607037,1144.877079,1058.336996,1.538406842,0.015347405,86.54008334,-36.12366107,50.41642227,44.55200627,-14.75966882,1106.861206,1091.954712,6374613,17658543,0.157988271,-0.054685977,0,-2.766839723,0.8402,1,1141.157466,1.892212,1102.283518,1120.318173,17.029419,64.09143611,8662515,-35.90856389
P R Sanjai,Asia’s Richest Man Mukesh Ambani Wants to Speed Up Reliance’s Leadership Shift,Asia’s Richest Man Mukesh Ambani Wants to Speed Up Reliance’s Leadership Shift,https://www.bloombergquint.com/business/asia-s-richest-man-wants-to-speed-up-reliance-s-leadership-shift,Bloomberg | Latest And Live Business,business,en,us,12/29/2021,1103.446167,1116.368164,1099.338745,1108.753418,1093.655518,15425312,0.00170953,0.00170807,1097.293423,1.203018889,1.217106941,1.198540822,1.208805056,1034.840585,49.79318752,-10.72502372,-14.46176905,3.736745323,1101.607037,1144.877079,1058.336996,1.538406842,0.015347405,86.54008334,-36.12366107,50.41642227,44.55200627,-14.75966882,1106.861206,1091.954712,6374613,17658543,0.157988271,-0.054685977,0,-2.766839723,0.5267,1,1141.049091,1.892212,1102.53724,1120.203101,17.029419,64.09143611,8662515,-35.90856389
Thomas Catenacci,"Germany To Shut Down All Remaining Nuclear Plants, Forcing Reliance On Fossil Fuels",'The nuclear phase-out is final',https://dailycaller.com/2021/12/30/germany-nuclear-power-renewable-energy-climate-change-fossil-fuels/,dailycaller,general,en,us,12/30/2021,1107.599609,1109.884033,1082.494019,1088.724243,1073.899048,29333171,-0.018064589,-0.018229746,1097.465562,1.20754713,1.210037695,1.180176062,1.186968489,1035.22836,44.9242917,-10.66941526,-13.70329829,3.033883029,1098.751508,1137.243765,1060.25925,-0.260017818,0.01594472,76.98451522,-48.51952221,28.46499301,44.2123905,-14.67724247,1108.753418,1091.5625,15425312,9072401,-0.019568759,1.379434445,1,-4.234376445,0,0,1140.874675,-20.029175,1101.995553,1119.889878,27.390014,18.39226938,-20670656,-81.60773062
Catherine Musgrove,"Lancashire MP slams mental health trusts for ""pulling bobbies away from the beat""",West Lancashire MP Rosie Cooper has blasted NHS mental health trusts for their reliance on the police.,https://www.lancasterguardian.co.uk/health/lancashire-mp-slams-mental-health-trusts-for-pulling-bobbies-away-from-the-beat-3510566,lancasterguardian,general,en,uk,12/30/2021,1107.599609,1109.884033,1082.494019,1088.724243,1073.899048,29333171,-0.018064589,-0.018229746,1097.6377,1.20754713,1.210037695,1.180176062,1.186968489,1035.22836,44.9242917,-10.66941526,-13.70329829,3.033883029,1098.751508,1137.243765,1060.25925,-0.260017818,0.01594472,76.98451522,-48.51952221,28.46499301,44.2123905,-14.67724247,1108.753418,1091.5625,15425312,9072401,-0.019568759,1.379434445,1,-4.234376445,0.4767,1,1140.701418,-20.029175,1101.47511,1119.579772,27.390014,18.39226938,-20670656,-81.60773062
Subham Mitra,"Sterling and Wilson Renewable Energy board approves allotment of 2.93 crore shares worth Rs 1,099 crore to Reliance New Energy Solar","Post this transaction, Reliance New Energy Solar Ltd (RNESL), part of Reliance Industries, will hold 15.46 per cent paid-up equity share capital of SWRE.",https://www.financialexpress.com/market/sterling-and-wilson-renewable-energy-board-approves-allotment-of-2-93-crore-shares-worth-rs-1099-crore-to-reliance-new-energy-solar/2394575/,The Financial Express,business,en,us,12/30/2021,1107.599609,1109.884033,1082.494019,1088.724243,1073.899048,29333171,-0.018064589,-0.018229746,1097.809839,1.20754713,1.210037695,1.180176062,1.186968489,1035.22836,44.9242917,-10.66941526,-13.70329829,3.033883029,1098.751508,1137.243765,1060.25925,-0.260017818,0.01594472,76.98451522,-48.51952221,28.46499301,44.2123905,-14.67724247,1108.753418,1091.5625,15425312,9072401,-0.019568759,1.379434445,1,-4.234376445,0.5106,1,1140.529308,-20.029175,1100.975076,1119.272752,27.390014,18.39226938,-20670656,-81.60773062
Unknown,"Thinking about buying stock in Reliance Global, Naked Brand, Kiora Pharmaceuticals, Aridis Pharmaceuticals, or Biondvax Pharmaceuticals?","(marketscreener.com) NEW YORK, Dec. 30, 2021 /PRNewswire/ -- InvestorsObserver&nbsp;issues critical PriceWatch Alerts for RELI, NAKD, KPRX, ARDS, and BVXV. To see how InvestorsObserver's proprietary scoring system rates these stocks, view the...https://www.marketscreener.com/quote/stock/RELIANCE-GLOBAL-GROUP-IN-55018361/news/Thinking-about-buying-stock-in-Reliance-Global-Naked-Brand-Kiora-Pharmaceuticals-Aridis-Pharmaceu-37441157/?utm_medium=RSS&utm_content=20211230",https://www.marketscreener.com/quote/stock/RELIANCE-GLOBAL-GROUP-IN-55018361/news/Thinking-about-buying-stock-in-Reliance-Global-Naked-Brand-Kiora-Pharmaceuticals-Aridis-Pharmaceu-37441157/?utm_medium=RSS&utm_content=20211230,4-traders,general,en,us,12/30/2021,1107.599609,1109.884033,1082.494019,1088.724243,1073.899048,29333171,-0.018064589,-0.018229746,1097.981978,1.20754713,1.210037695,1.180176062,1.186968489,1035.22836,44.9242917,-10.66941526,-13.70329829,3.033883029,1098.751508,1137.243765,1060.25925,-0.260017818,0.01594472,76.98451522,-48.51952221,28.46499301,44.2123905,-14.67724247,1108.753418,1091.5625,15425312,9072401,-0.019568759,1.379434445,1,-4.234376445,-0.3182,-1,1140.358334,-20.029175,1100.494651,1118.968787,27.390014,18.39226938,-20670656,-81.60773062
Mike Abang,Rep member floats special empowerment scheme for constituents,"A member representing Calabar Municipality/Odukpani federal constituency Eta Mbora has floated an empowerment initiative targeted at promoting enterprise, self-reliance, job creation as well as boosting agricultural yields Performing the flag-off ceremony, Mbora stated that the scheme is based on the peculiar needs of the beneficiaries comprising an entertainer, physically challenged artisans, welders, and farmer&#8217;s corporative [&#8230;]",https://businessday.ng/news/article/rep-member-floats-special-empowerment-scheme-for-constituents/,businessdayonline,general,en,us,12/30/2021,1107.599609,1109.884033,1082.494019,1088.724243,1073.899048,29333171,-0.018064589,-0.018229746,1098.154116,1.20754713,1.210037695,1.180176062,1.186968489,1035.22836,44.9242917,-10.66941526,-13.70329829,3.033883029,1098.751508,1137.243765,1060.25925,-0.260017818,0.01594472,76.98451522,-48.51952221,28.46499301,44.2123905,-14.67724247,1108.753418,1091.5625,15425312,9072401,-0.019568759,1.379434445,1,-4.234376445,0.9136,1,1140.188485,-20.029175,1100.033066,1118.667846,27.390014,18.39226938,-20670656,-81.60773062
Unknown,Emperor International : Discloseable Transaction - Disposal of Entire Equity Interest in Disposal Company and Sale Loan,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or...https://www.marketscreener.com/quote/stock/EMPEROR-INTERNATIONAL-HOL-1412753/news/Emperor-International-Discloseable-Transaction-Disposal-of-Entire-Equity-Interest-in-Disposal-Co-37440238/?utm_medium=RSS&utm_content=20211230",https://www.marketscreener.com/quote/stock/EMPEROR-INTERNATIONAL-HOL-1412753/news/Emperor-International-Discloseable-Transaction-Disposal-of-Entire-Equity-Interest-in-Disposal-Co-37440238/?utm_medium=RSS&utm_content=20211230,4-traders,general,en,us,12/30/2021,1107.599609,1109.884033,1082.494019,1088.724243,1073.899048,29333171,-0.018064589,-0.018229746,1098.326255,1.20754713,1.210037695,1.180176062,1.186968489,1035.22836,44.9242917,-10.66941526,-13.70329829,3.033883029,1098.751508,1137.243765,1060.25925,-0.260017818,0.01594472,76.98451522,-48.51952221,28.46499301,44.2123905,-14.67724247,1108.753418,1091.5625,15425312,9072401,-0.019568759,1.379434445,1,-4.234376445,-0.8519,-1,1140.01975,-20.029175,1099.589583,1118.3699,27.390014,18.39226938,-20670656,-81.60773062
James Paton,"Left Behind in Pandemic, Africa Aims for Vaccine Self-Reliance","Left Behind in Pandemic, Africa Aims for Vaccine Self-Reliance",https://www.bloombergquint.com/business/left-behind-in-pandemic-africa-aims-for-vaccine-self-reliance,Bloomberg | Latest And Live Business,business,en,us,12/30/2021,1107.599609,1109.884033,1082.494019,1088.724243,1073.899048,29333171,-0.018064589,-0.018229746,1098.498394,1.20754713,1.210037695,1.180176062,1.186968489,1035.22836,44.9242917,-10.66941526,-13.70329829,3.033883029,1098.751508,1137.243765,1060.25925,-0.260017818,0.01594472,76.98451522,-48.51952221,28.46499301,44.2123905,-14.67724247,1108.753418,1091.5625,15425312,9072401,-0.019568759,1.379434445,1,-4.234376445,0,0,1139.852118,-20.029175,1099.163491,1118.074918,27.390014,18.39226938,-20670656,-81.60773062
Unknown,Shui On Land : ANNOUNCEMENT - APPOINTMENT OF EXECUTIVE DIRECTOR AND CHIEF EXECUTIVE OFFICER,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or any part of...https://www.marketscreener.com/quote/stock/SHUI-ON-LAND-LIMITED-6165774/news/Shui-On-Land-ANNOUNCEMENT-APPOINTMENT-OF-EXECUTIVE-DIRECTOR-AND-CHIEF-EXECUTIVE-OFFICER-37440041/?utm_medium=RSS&utm_content=20211230",https://www.marketscreener.com/quote/stock/SHUI-ON-LAND-LIMITED-6165774/news/Shui-On-Land-ANNOUNCEMENT-APPOINTMENT-OF-EXECUTIVE-DIRECTOR-AND-CHIEF-EXECUTIVE-OFFICER-37440041/?utm_medium=RSS&utm_content=20211230,4-traders,general,en,us,12/30/2021,1107.599609,1109.884033,1082.494019,1088.724243,1073.899048,29333171,-0.018064589,-0.018229746,1098.441628,1.20754713,1.210037695,1.180176062,1.186968489,1035.22836,44.9242917,-10.66941526,-13.70329829,3.033883029,1098.751508,1137.243765,1060.25925,-0.260017818,0.01594472,76.98451522,-48.51952221,28.46499301,44.2123905,-14.67724247,1108.753418,1091.5625,15425312,9072401,-0.019568759,1.379434445,1,-4.234376445,-0.8519,-1,1139.685578,-20.029175,1098.754109,1117.782872,27.390014,18.39226938,-20670656,-81.60773062
Adekunle Yusuf,IFC partners Fidson to develop drug production capacity,"In order to reduce Africa’s reliance on pharmaceutical imports and boost local production of medicines, International Finance Corporation, a member of the World Bank group, and Fidson Healthcare Plc have partnered to develop Nigeria’s capacity to produce active pharmaceutical ingredients (APIs). Through the partnership, IFC and Fidson will conduct a feasibility study to assess the [&#8230;]The post IFC partners Fidson to develop drug production capacity appeared first on The Nation Newspaper.",https://thenationonlineng.net/ifc-partners-fidson-to-develop-drug-production-capacity/,thenationonlineng,general,en,us,12/30/2021,1107.599609,1109.884033,1082.494019,1088.724243,1073.899048,29333171,-0.018064589,-0.018229746,1098.384863,1.20754713,1.210037695,1.180176062,1.186968489,1035.22836,44.9242917,-10.66941526,-13.70329829,3.033883029,1098.751508,1137.243765,1060.25925,-0.260017818,0.01594472,76.98451522,-48.51952221,28.46499301,44.2123905,-14.67724247,1108.753418,1091.5625,15425312,9072401,-0.019568759,1.379434445,1,-4.234376445,0.6597,1,1139.520119,-20.029175,1098.360781,1117.493731,27.390014,18.39226938,-20670656,-81.60773062
Reliance Securities,"Rupee And Bond Update - December 30, 2021: Reliance Securities","Rupee And Bond Update - December 30, 2021: Reliance Securities",https://www.bloombergquint.com/research-reports/rupee-and-bond-update-december-30-2021-reliance-securities,Bloomberg | Latest And Live Business,business,en,us,12/30/2021,1107.599609,1109.884033,1082.494019,1088.724243,1073.899048,29333171,-0.018064589,-0.018229746,1098.328098,1.20754713,1.210037695,1.180176062,1.186968489,1035.22836,44.9242917,-10.66941526,-13.70329829,3.033883029,1098.751508,1137.243765,1060.25925,-0.260017818,0.01594472,76.98451522,-48.51952221,28.46499301,44.2123905,-14.67724247,1108.753418,1091.5625,15425312,9072401,-0.019568759,1.379434445,1,-4.234376445,0.296,1,1139.355731,-20.029175,1097.982878,1117.207468,27.390014,18.39226938,-20670656,-81.60773062
Unknown,First Trust Enhanced Equity Income Fund Issues Notice Regarding December 2021 Distribution,"(marketscreener.com) The Board of Trustees of First Trust Enhanced Equity Income Fund , CUSIP 337318109, previously approved a managed distribution policy for the Fund in reliance on exemptive relief received from the Securities and Exchange Commission which permits the Fund to make periodic distributions of long-term capital gains more frequently than otherwise...https://www.marketscreener.com/quote/stock/FIRST-TRUST-ENHANCED-EQUI-12590/news/First-Trust-Enhanced-Equity-Income-Fund-Issues-Notice-Regarding-December-2021-Distribution-37447851/?utm_medium=RSS&utm_content=20211231",https://www.marketscreener.com/quote/stock/FIRST-TRUST-ENHANCED-EQUI-12590/news/First-Trust-Enhanced-Equity-Income-Fund-Issues-Notice-Regarding-December-2021-Distribution-37447851/?utm_medium=RSS&utm_content=20211231,4-traders,general,en,us,12/31/2021,1095.13916,1100.169434,1089.139648,1092.900879,1078.018799,9477290,0.003836266,0.003828926,1098.354866,1.193962275,1.19944647,1.18742138,1.191522016,1035.658017,46.10770243,-10.17107966,-12.99685456,2.825774904,1097.826202,1135.945002,1059.707403,-0.195972981,0.015223005,76.2375997,-43.0441233,33.1934764,44.27292329,-14.55453087,1088.724243,1095.046875,29333171,7886494,0.017456784,-0.668021202,1,-3.606975853,0.9201,1,1139.205876,4.176636,1097.783583,1116.965611,11.029786,30.72213336,-11193366,-69.27786664
Unknown,"Reliance Industries : Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 &ndash; Update on investment in Sterling and Wilson Renewable Energy Limited by Reliance New Energy Solar Limited","(marketscreener.com) December 31, 2021 BSE Limited National Stock Exchange of India Limited ...https://www.marketscreener.com/quote/stock/RELIANCE-INDUSTRIES-LTD-9058833/news/Reliance-Industries-Disclosure-under-Regulation-30-of-SEBI-Listing-Obligations-and-Disclosure-Req-37445930/?utm_medium=RSS&utm_content=20211231",https://www.marketscreener.com/quote/stock/RELIANCE-INDUSTRIES-LTD-9058833/news/Reliance-Industries-Disclosure-under-Regulation-30-of-SEBI-Listing-Obligations-and-Disclosure-Req-37445930/?utm_medium=RSS&utm_content=20211231,4-traders,general,en,us,12/31/2021,1095.13916,1100.169434,1089.139648,1092.900879,1078.018799,9477290,0.003836266,0.003828926,1098.381633,1.193962275,1.19944647,1.18742138,1.191522016,1035.658017,46.10770243,-10.17107966,-12.99685456,2.825774904,1097.826202,1135.945002,1059.707403,-0.195972981,0.015223005,76.2375997,-43.0441233,33.1934764,44.27292329,-14.55453087,1088.724243,1095.046875,29333171,7886494,0.017456784,-0.668021202,1,-3.606975853,-0.4215,-1,1139.056986,4.176636,1097.592105,1116.726161,11.029786,30.72213336,-11193366,-69.27786664
Unknown,"Reliance Industries : Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 &ndash; Acquisition of 100% stake in Faradion Limited by Reliance New Energy Solar Limited","(marketscreener.com) December 31, 2021 BSE Limited National Stock Exchange of India Limited ...https://www.marketscreener.com/quote/stock/RELIANCE-INDUSTRIES-LTD-9058833/news/Reliance-Industries-Disclosure-under-Regulation-30-of-SEBI-Listing-Obligations-and-Disclosure-Req-37445929/?utm_medium=RSS&utm_content=20211231",https://www.marketscreener.com/quote/stock/RELIANCE-INDUSTRIES-LTD-9058833/news/Reliance-Industries-Disclosure-under-Regulation-30-of-SEBI-Listing-Obligations-and-Disclosure-Req-37445929/?utm_medium=RSS&utm_content=20211231,4-traders,general,en,us,12/31/2021,1095.13916,1100.169434,1089.139648,1092.900879,1078.018799,9477290,0.003836266,0.003828926,1098.408401,1.193962275,1.19944647,1.18742138,1.191522016,1035.658017,46.10770243,-10.17107966,-12.99685456,2.825774904,1097.826202,1135.945002,1059.707403,-0.195972981,0.015223005,76.2375997,-43.0441233,33.1934764,44.27292329,-14.55453087,1088.724243,1095.046875,29333171,7886494,0.017456784,-0.668021202,1,-3.606975853,-0.4215,-1,1138.909049,4.176636,1097.408135,1116.489093,11.029786,30.72213336,-11193366,-69.27786664
Unknown,Reliance Industries : Media Release,"(marketscreener.com) December 31, 2021 BSE Limited National Stock Exchange of India...https://www.marketscreener.com/quote/stock/RELIANCE-INDUSTRIES-LTD-9058833/news/Reliance-Industries-Media-Release-37445927/?utm_medium=RSS&utm_content=20211231",https://www.marketscreener.com/quote/stock/RELIANCE-INDUSTRIES-LTD-9058833/news/Reliance-Industries-Media-Release-37445927/?utm_medium=RSS&utm_content=20211231,4-traders,general,en,us,12/31/2021,1095.13916,1100.169434,1089.139648,1092.900879,1078.018799,9477290,0.003836266,0.003828926,1098.435168,1.193962275,1.19944647,1.18742138,1.191522016,1035.658017,46.10770243,-10.17107966,-12.99685456,2.825774904,1097.826202,1135.945002,1059.707403,-0.195972981,0.015223005,76.2375997,-43.0441233,33.1934764,44.27292329,-14.55453087,1088.724243,1095.046875,29333171,7886494,0.017456784,-0.668021202,1,-3.606975853,-0.2263,-1,1138.762058,4.176636,1097.23138,1116.254385,11.029786,37.99508828,-11193366,-62.00491172
Unknown,"Reliance Industries : Intimation of proposed issuance of Senior Unsecured US$ Denominated Fixed Rate Notes under the SEBI (Listing Obligations and Disclosure Requirements) Regulations 2015, (&ldquo;SEBI Listing Regulations&rdquo;)","(marketscreener.com) December 29, 2021 BSE Limited National Stock Exchange of India ...https://www.marketscreener.com/quote/stock/RELIANCE-INDUSTRIES-LTD-9058833/news/Reliance-Industries-Intimation-of-proposed-issuance-of-Senior-Unsecured-US-Denominated-Fixed-Rate-37445926/?utm_medium=RSS&utm_content=20211231",https://www.marketscreener.com/quote/stock/RELIANCE-INDUSTRIES-LTD-9058833/news/Reliance-Industries-Intimation-of-proposed-issuance-of-Senior-Unsecured-US-Denominated-Fixed-Rate-37445926/?utm_medium=RSS&utm_content=20211231,4-traders,general,en,us,12/31/2021,1095.13916,1100.169434,1089.139648,1092.900879,1078.018799,9477290,0.003836266,0.003828926,1098.461936,1.193962275,1.19944647,1.18742138,1.191522016,1035.658017,46.10770243,-10.17107966,-12.99685456,2.825774904,1097.826202,1135.945002,1059.707403,-0.195972981,0.015223005,76.2375997,-43.0441233,33.1934764,44.27292329,-14.55453087,1088.724243,1095.046875,29333171,7886494,0.017456784,-0.668021202,1,-3.606975853,-0.2263,-1,1138.616004,4.176636,1097.061557,1116.022012,11.029786,37.99508828,-11193366,-62.00491172
Unknown,ETS : Discloseable and Connected Transaction in relation to the China Paint Building Lease,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or...https://www.marketscreener.com/quote/stock/ETS-GROUP-LIMITED-9737363/news/ETS-Discloseable-and-Connected-Transaction-in-relation-to-the-China-Paint-Building-Lease-37445846/?utm_medium=RSS&utm_content=20211231",https://www.marketscreener.com/quote/stock/ETS-GROUP-LIMITED-9737363/news/ETS-Discloseable-and-Connected-Transaction-in-relation-to-the-China-Paint-Building-Lease-37445846/?utm_medium=RSS&utm_content=20211231,4-traders,general,en,us,12/31/2021,1095.13916,1100.169434,1089.139648,1092.900879,1078.018799,9477290,0.003836266,0.003828926,1098.488704,1.193962275,1.19944647,1.18742138,1.191522016,1035.658017,46.10770243,-10.17107966,-12.99685456,2.825774904,1097.826202,1135.945002,1059.707403,-0.195972981,0.015223005,76.2375997,-43.0441233,33.1934764,44.27292329,-14.55453087,1088.724243,1095.046875,29333171,7886494,0.017456784,-0.668021202,1,-3.606975853,-0.8519,-1,1138.470876,4.176636,1096.898393,1115.791951,11.029786,37.99508828,-11193366,-62.00491172
Unknown,Shoucheng : (1) CONNECTED TRANSACTION - ESTABLISHMENT OF PARTNERSHIP AND SUBSCRIPTION OF INTEREST IN THE PARTNERSHIP; AND (2) CONTINUING CONNECTED TRANSACTIONS - PROVISION OF EXECUTIVE PARTNERSHIP SERVICES,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or any part of...https://www.marketscreener.com/quote/stock/SHOUCHENG-HOLDINGS-LIMITE-5774270/news/Shoucheng-1-CONNECTED-TRANSACTION-ESTABLISHMENT-OF-PARTNERSHIP-AND-SUBSCRIPTION-OF-INTEREST-IN-37445787/?utm_medium=RSS&utm_content=20211231",https://www.marketscreener.com/quote/stock/SHOUCHENG-HOLDINGS-LIMITE-5774270/news/Shoucheng-1-CONNECTED-TRANSACTION-ESTABLISHMENT-OF-PARTNERSHIP-AND-SUBSCRIPTION-OF-INTEREST-IN-37445787/?utm_medium=RSS&utm_content=20211231,4-traders,general,en,us,12/31/2021,1095.13916,1100.169434,1089.139648,1092.900879,1078.018799,9477290,0.003836266,0.003828926,1098.515471,1.193962275,1.19944647,1.18742138,1.191522016,1035.658017,46.10770243,-10.17107966,-12.99685456,2.825774904,1097.826202,1135.945002,1059.707403,-0.195972981,0.015223005,76.2375997,-43.0441233,33.1934764,44.27292329,-14.55453087,1088.724243,1095.046875,29333171,7886494,0.017456784,-0.668021202,1,-3.606975853,-0.8519,-1,1138.326668,4.176636,1096.741627,1115.564179,11.029786,37.99508828,-11193366,-62.00491172
OdAdmin,Reliance New Energy Solar to Acquire Faradion Limited,"Mumbai: Reliance New Energy Solar Ltd (“RNESL”), a wholly owned subsidiary of Reliance Industries Ltd., has signed definitive agreements to acquire 100% shareholding in Faradion Limited (“Faradion”) for an enterprise value of GBP 100 Mn. In addition, RNESL will also invest GBP 25 Mn as growth capital to accelerate commercial roll out. &#160; Based out [&#8230;]",https://orissadiary.com/reliance-new-energy-solar-to-acquire-faradion-limited/,orissadiary,general,en,us,12/31/2021,1095.13916,1100.169434,1089.139648,1092.900879,1078.018799,9477290,0.003836266,0.003828926,1098.472551,1.193962275,1.19944647,1.18742138,1.191522016,1035.658017,46.10770243,-10.17107966,-12.99685456,2.825774904,1097.826202,1135.945002,1059.707403,-0.195972981,0.015223005,76.2375997,-43.0441233,33.1934764,44.27292329,-14.55453087,1088.724243,1095.046875,29333171,7886494,0.017456784,-0.668021202,1,-3.606975853,0.743,1,1138.183368,4.176636,1096.59101,1115.338673,11.029786,37.99508828,-11193366,-62.00491172
Unknown,Agricultural Bank of China : DEPARTURE OF DIRECTOR2021-12-31,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or any part of...https://www.marketscreener.com/quote/stock/AGRICULTURAL-BANK-OF-CHIN-6354465/news/Agricultural-Bank-of-China-DEPARTURE-OF-DIRECTOR2021-12-31-37445746/?utm_medium=RSS&utm_content=20211231",https://www.marketscreener.com/quote/stock/AGRICULTURAL-BANK-OF-CHIN-6354465/news/Agricultural-Bank-of-China-DEPARTURE-OF-DIRECTOR2021-12-31-37445746/?utm_medium=RSS&utm_content=20211231,4-traders,general,en,us,12/31/2021,1095.13916,1100.169434,1089.139648,1092.900879,1078.018799,9477290,0.003836266,0.003828926,1098.429631,1.193962275,1.19944647,1.18742138,1.191522016,1035.658017,46.10770243,-10.17107966,-12.99685456,2.825774904,1097.826202,1135.945002,1059.707403,-0.195972981,0.015223005,76.2375997,-43.0441233,33.1934764,44.27292329,-14.55453087,1088.724243,1095.046875,29333171,7886494,0.017456784,-0.668021202,1,-3.606975853,-0.8519,-1,1138.040971,4.176636,1096.446299,1115.115412,11.029786,37.99508828,-11193366,-62.00491172
